55,11132,Jerry,Hughes,DE,55,,t,f,https://playible-api-dev.s3.amazonaws.com/media/athlete/nfl/images/11132-jerry-hughes.svg,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/animations/11132-jerry-hughes.svg,13
57,14017,Bryan,Anger,P,5,,t,f,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/images/14017-bryan-anger.svg,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/animations/14017-bryan-anger.svg,9
58,10978,Devin,McCourty,SS,32,,t,f,https://playible-api-dev.s3.amazonaws.com/media/athlete/nfl/images/10978-devin-mccourty.svg,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/animations/10978-devin-mccourty.svg,22
59,13721,Fletcher,Cox,DT,91,,t,f,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/images/13721-fletcher-cox.svg,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/animations/13721-fletcher-cox.svg,26
63,14042,Aaron,Brewer,LS,46,,t,f,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/images/14042-aaron-brewer.svg,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/animations/14042-aaron-brewer.svg,1
71,9038,Matthew,Stafford,QB,9,,t,f,https://playible-api-dev.s3.amazonaws.com/media/athlete/nfl/images/9038-matthew-stafford.svg,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/animations/9038-matthew-stafford.svg,18
72,14397,Michael,Brockers,DE,90,,t,f,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/images/14397-michael-brockers.svg,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/animations/14397-michael-brockers.svg,11
141,15193,Terron,Armstead,OT,72,,t,f,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/images/15193-terron-armstead.svg,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/animations/15193-terron-armstead.svg,20
142,15589,Michael,Thomas,SS,31,,t,f,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/images/15589-michael-thomas.svg,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/animations/15589-michael-thomas.svg,7
151,16271,Shaquil,Barrett,OLB,58,,t,f,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/images/16271-shaquil-barrett.svg,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/animations/16271-shaquil-barrett.svg,30
152,16021,Tyler,Larsen,C,69,,f,t,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/images/16021-tyler-larsen.svg,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/animations/16021-tyler-larsen.svg,32
159,16056,James,White,RB,28,,f,t,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/images/16056-james-white.svg,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/animations/16056-james-white.svg,22
164,16061,Dakota,Dozier,G,78,,f,t,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/images/16061-dakota-dozier.svg,https://playible-api-dev.s3.ap-southeast-1.amazonaws.com/media/athlete/nfl/animations/16061-dakota-dozier.svg,6
